score	review	y
3	ㅋㅋ제가 보는 유튜버가 이제품 추천하길래 바로 사봤어요 기존에 자작나무 수분 선크림 잘쓰고 있는데 이건 톤업이라길래 여름에 쓰기도 좋고 파데프리로 좋겠다 했는데여~ 제 피부가 밝은 톤이라 그런지 저는 톤업 효과는 모르겠더라구요. 그흔한 백탁의 느낌도 못받았어요. ㅎㅎ 그래서 저는 그냥 기존에 쓰던 자작나무 수분 선크림이랑 번갈아가면서 쓰려구여. 아 그리구 이거 바르고 시간 지나면 자연스럽게 된다는 후기가 있던데 저는 건성이라 그런지 스킨케어 하고 이거 바르면 뭔가 뻔떡뻔떡한 광이 계속 있었어요!! 사람마다 다르니까 구매 전에 꼭 테스트 하구 취향에 맞게 구매하면 좋을 것 같아요 ㅎㅎ 아 글구 이미 아시겠지만 순해서 눈시림이나 불편한 부분은 하나도 없었어요. 신기한게 자작나무 스킨케어는 저랑 안맞는데 선크림들은 저랑 맞네요	0
3	민감성 수부지타입인데 저랑은 좀 안맞는 것 같아요 일단 백탁은 없는데 톤보정 효과는 약한 것 같습니다. 타브랜드 톤업크림 사용할 때는 화장하기 귀찮은 날 그거 하나만 발라도 외출 가능이었는데 자작나무 수분톤업선크림은 톤업 효과가 별로 없어서 쿠션을 한 번 더 해줘야 하더라구요 저는.. 발림성은 부드럽게 잘 발리는 편이긴 하지만오일리한 느낌이 있어요 그래서 수부지인 저는 별로.. 건성 피부에게는 괜찮을 것 같다는 생각이 들어요. 촉촉하지만 유분기가 좀 있고 묽은 타입이라고 생각합니다. 쫀쫀한(?) 마무리감이 아니라 기름진 느낌이 들어서 바르고 나서 좀 얼굴이 답답한 느낌이 들어요. 그리고 무엇보다 밀린다는거...ㅜㅠ 이 부분이 사놓고도 손이 안가게 만드는 부분인데요! 이게 착! 흡수되는 것 같지 않고 겉도는 느낌이에요 지극히 개인적인 의견이지만 수부지 분들이라도 잘 맞을 수도 있겠지만 저는 그랬답니다..	0
3	라운드랩 수분선크림 애용하는사람인데 , 그거랑 비교해서 톤업선크림은 좀 많이 뜨네요, 수분감이없음 ㅠㅠ	0
3	갠적으로 독도제품 좋아해요. 특히 스킨이랑 팩을 자주 사는 편인데 선물도 여러번했고요. 그런데 선은 별로인거 같아요 특히 톤업 선은 뭔가 매트하고 피부에 자극을 주는 느낌이에요. 톤업 되는 효과는 있는데 이쁘게 톤업 되는게 아니라 일단 아쉽고요 무엇보다 피부가 매트해져요. 건조해지고 불편하고 확실히 엄청 좋은거 같진 않아요 가격도 싼편은 아닌데 굳이 다음에 사라고 하면 이제품을 권하지는 않을듯해요 추천도 안해요. 이제품보다 좋은 썬제품이 요즘엔 넘 많아서 굳이 이걸 써야하나 싶더라고요 그래서 일단 저는 이제품에 대한 불호가 더 강해졌어요. 톤업이 되긴 하는데 얼굴이 좀 붉어지고 어두워진다고 해야하나 고르미고 좀 댕기는 느낌도 있고 그렇게까지 효과적인 톤업과 선효과를 못봐다 그런거 같아요 자외선 차단효과까지는 모르겠네요.	0
3	수분 톤업 선크림이지만 건성이 만족할 만큼의 수분은 아닌 것 같아요,, 그래도 다른 선크림에 비하면 수분도가 나쁘진 않습니다! 발림성 좋고 톤업도 자연스럽게 되어서 좋은데, 톤업 효과가 오래가진 않는 것 같아요. 아! 그리고 이 제품쓰면 클렌징 진~짜 꼼꼼히 해줘야 할 것 같습니다. 선크림 성분 중에 피부에 남으면 트러블을 유발하는 게 있는 것 같아요ㅠㅡㅠ 딥클렌징 안 하고 일반 폼클렌징으로만 세정했더니 얼굴에 뭐가 좀 올라오더라구요,,	0
3	솔직히 말해서 톤업 선크림인지 모르고 구매했능데 오히려 좋아에요 수분가득 선크림 + 톤업까지되니깐 막 바르기 좋은 톤업크림 느낌? 이에용	0
3	순하니 좋으네요..바림도 생각보다 괜찮아요..담에도 써봐야겠어요.	0
3	제 피부는 건성피부인데요 그래서 이거로 썬그림으로 바르고 있지만 원래 바르고 나서 효과가 좋기 하지만 나가다가 다시 실내에 들어오면 피부 기름기가 많아진 거 같아요….그리고 흡수도 잘 안 된 것 같아요…. 톤업 기능 있기는 하지만 근데 파우더랑 같이 사용해야 더 좋을 듯…. 이거 톤업 썬그림보다는 제가 베이스로 하는 것이 더 좋을 거같아요….	0
3	수분감이 좋긴하지만 시간이 지나면 뭔가 번들거림이 심해서 보기에 답답한 느낌	0
3	그냥 선크림만 쓰다가 톤업 사봣어요 근데 촉촉하고 하얘지고 괜찮네욯	0
3	발림이부드럽고  성분이좋아서 저는 라운드랩좋아해요 백탁현상도없구요	0
3	아니 이거 톤업은 확실히 되는거같긴한데 얼굴이 너무번들번들해짐...	0
3	여름에 간편히 외출할 때 사용하기 좋은 것 같네요 가격도 착합니다	0
3	묽고 보정효과는 약간 있는 것 같아요 부담없이 사용할 수 있을 듯!	0
3	라운드랩 자작나무 수부톤업 썬크림  피부에 편히 쓸수 있는거 같아요.  백탁없이 잘 발려요	0
3	컬러가 있어서 마스크에 너무 잘 묻어 나오는게 많이 아쉽네요,, ㅠㅠㅠ	0
3	한번더 생각해보고 살껄 했던 겨울이 더 나을듯  그러나 겨울에는 쓸까? 잘 모르겠다 그것도	0
3	너무 촉촉해서 부담스러운 느낌이에요. 순한건 좋은데 스킨케어 다 마치고 바르면 피부가 받아먹질 못하는 느낌입니다. 색감은 좋아요.	0
5	자연스럽게 톤업되서 바르규 파데바르면 건조하지 않고 잘 발려요 자극도 없네욤	1
5	자작나무수분썬크림만 사용하다  톤업으로 구매했어요 톤업제품 잘못쓰면 뜨는데 이제품은 그러지 않아 좋네요	1
4	확실히 톤업이 되는 제품이라 좋았고 간편하게 사용하기 좋은 제품인것 같습니다.	1
5	너무너무좋아요! 자주사용하고있습니다 떨어질때마다사용하고있어요! 정말맘에들어요!	1
5	이거 제가 자주 보는 유튜버들이 추천하길래 사 봤는데 괜찮아요 선크림은 이걸로 정착하려구요	1
5	촉촉하고 피부톤까지 화사해지니 좋아요^^직장동료 추천으로 샀는데 대만족입니다	1
5	세일하길래 구매했습니다. 적당히 톤업 되고 무난하게 잘 사용하고 있습니다	1
5	건성에 좋다고해사 샀는데, 건조하지않고 들뜨진않아서 좋아요.	1
5	로션 바르는 느낌인데 양조절 안 하면 너무 하얘짐 뭔가 기분 나쁜 느낌이 드는 거 같기도 하고	1
5	라운드랩 좋다좋다 얘기만 들어보고 구매해본건 처음인데 만족해요!	1
5	샘플 써보고 너무 좋아서 구매했어요. 번들거림도 적고 기름 올라오는게 전에 쓰던 제품보다 적어서 넘 맘에 들어요	1
4	너무 건조한 피부타입 이라 썬크림만  발라도 뜨고 밀리고 어떻게 할수가 없는 상태라  혹시나 하는 맘으로 구매했는데 왠걸 촉촉한 에센스 타입이라 발림성도 좋고 밀리지도 않고 거기에 톤업효과 까지 있어서 좋네요	1
4	일단 발림성은 좋고요 무기자차처람 백탁이 심하지않고 자연스럽게 스며드는 제형이예요  매트하지않교촉촉해서 매일 바르기좋은데 비비같은 커버력은 없기때문에 커버원하시는 분한테는 비추요	1
5	잡티보정은 잘 안되구요 톤보정은 살짝 진짜 은은하게 ㅎㅎ 막 톤업 크림 느낌 기대하심 안될거같아요^^ 그래도 순해서 괜찮아요	1
5	Ahc 톤업 선크림 사용하다 지속력이 별로라 이 제품 구입하게 됬는데 더 별로임 톤업도 ahc가 남둘 다 성분은 나쁘지 않아서 악건성이면 독도 추천하고 수부지나 지성분들은 Ahc가 나을듯	1
5	촉촉한 발림성이라 꾸덕한 선크림 대신 바르기 좋은 것 같습니당 하지만 양이 매우매우 적네요^^ 그치만 다음에도 재구매 의사 있어요	1
5	무기자차를 선호하지만 피부가 건조할 땐 수분감 있는 선크림이 필요해서 구매했습니다 톤업효과까지 있어서 금상첨화네요!	1
5	여름도다가오고해서 톤업구입했어요 기본쓰고있는데 톤업도되면서 혼합차라 구입했어요 발림성도좋고 사알짝돈업도 되고좋아요^^	1
5	톤업은 살짝 되고, 가장 좋은 건 눈이 따갑지 않고 자연스레 발린다는 거	1
5	반 톤 정도 업되는 걸로 알았는데 반 톤 아니고 꽤 밝아지구요 건성이라 그런가 건조합니다	1
4	기름이 좀 많이 생기는 편이에요. 촉촉해서 겨울에 쓰면 좋을 듯	1
5	아이가 검색해서 구입하게 되었어요. 세일가로 구입해서 만족, 아이도 발림이 좋다고 만족^^입니다~~	1
5	생각보다 촉촉하고 잘 발려요 로션같음 그냥 슥슥 바르고 나가면 조아요	1
5	좋아요 부드럽게 클렌징되서 쓰기편해요 ~~ 담에또 구매해서 쓸께요~~	1
4	톤업도되고  발림성도좋곤 한데   저에겐 수분을 좀뺏어먹는 느낌  땡기고 자극이느껴지네요	1
5	선크림 찾던중에 다른 리뷰들 보고 괜찮은것 같아 구매했습니다 잘 발리고 하고 성분도 순해서 잘 사용하고 있습니다	1
5	톤업이 자연스럽게 잘 되면서 촉촉하니 좋습니다! 파데프리 메이크업에 좋네요	1
5	일단 엄청 촉촉해서 잘 발려서 좋아요 톤업도 자연스러워서 좋습니당	1
5	타사 톤업 선크림은 대부분 건조한데 이건 촉촉해서 마음에 들어요	1
5	가격대비 무난하게 쓸수있는 썬크림!! 순하고 괜찮아요~!	1
5	요즘 자작나무 많이 쓰는데 자작나무껀 다 좋은거같고 자작나무 선크림도 역시 좋아여 !!	1
5	피부 건조하고 예민한 편인데 수분크림 없이 이것만 발라도 촉촉해요!	1
5	제가 써 본 건 아니지만 엄마가 쓰시는데 좋으시다고 합니당 촉촉해요!!	1
5	톤업도 되면서 자외선 차단까지 딱 되면서 두가지를 한번에 잡아주니깐 너무 좋아요ㅠㅠㅠ	1
5	남자친구가 선크림 필요하다고 해서 직원한테 부탁해서 구매 해봤는데 너무 만족해용 굿굿	1
5	촉촉하게 잫 발랴서 좋아여 건성피부인데 수분크림 없이 기초 후 바로 선크림 바름	1
5	기본 자작나무 선크림을 너무 잘써서 이번엔 톤업 제품으로 구매해 보았는데 생얼에 쓰기 좋아요!	1
1	진짜 별로였어요 수부지에 좋다고 해서 샀는데 얼굴이 축축하다고 이야기할 정도로 기름져서 파우더칠하다가 결국 세수하고 다른 선크림 발랐어요 로션같은 느낌도 있지만 문지르면 문지를수록 기름기올라오는 느낌이라 발림성이 좋다고 해야할지 모르겠어요.... 검색해보니 차단지수 속이고 다시 리뉴얼되어 나왔다는데 리뉴얼과정에서 제품이 많이 변한 거 같네요... 보송한 느낌은 하나도 없었습니다	0
2	가볍게 발리고 흡수가 빨라요 다른 선크림에 비해 가격이 착합니다 향이 너무 쎄요. 쎄도 너무 쎄요ㅠ 이걸 피부에 발라도 괜찮나싶은 정도의 인공적인 향이에요. 그래서 정말 손이 안가더라고요.. 두번쓰고 포기했어요. 아까워서 여름에 몸에라도 조금만 발라보려고요..	0
1	발림성은 부드럽고 매끄럽고 좋은데 유분감이 엄청나요. 원래 유분감 도는 걸 싫어하긴 하는데 파우더 처리 안 하면 찝찝해서 마스크 못 쓸 정도,,, 리뷰가 워낙 좋길래 구매해봤는데 피부가 다 뒤집어졌너요 ㅠㅠ 향도 좋고 발림성도 괜찮은 것 같은데 성분이 안 맞는지 한번 사용했는데 얼굴 전체에 좁쌀이 나고 피부가 뒤집어져서 바디용으로만 사용하려고요,, 피부 예민하신 분들은 그냥 무기자차 사용하시는 게 나을 듯,,	0
1	하ㅜ 선크림 구매하기 힘드네요… 이 제품 바르고 화장하면 화장이 다 밀리고 떠요ㅜ 남은 양도 나 못쓰고 처치곤란입니다.	0
2	저는 솔직하게 지성인 피부인데, 아침에 샤워후 스킨로션 바르고 외출전 바르는데, 생각보다… 자극이 엄청 많이 느껴져서 사람마다 ㄷㅏ르겟지맘 저는 좀 많이 아프더라구요 ㅠㅠ 발림은 괜찮아요!	0
2	지성피부에 좋다고 해서 사봤거든요 ㅠㅠ그런데 얼굴에서 겉돌고 너무 끈적거려요 이상한 막이 씌워진 느낌이에요. 바르고 몇시간 지나면 뾰루지도 올라오고 눈도 따갑고..... 번들번들 무거워요. 비추천해요.	0
2	샘플써보고 너무 괜찮아서 삿는데 샘플이랑 너무 달라요... 샘플이랑 다르게 이상한냄새도 나고 선크림 바르고 파데 다르면 다 뭉쳐서 안펴져요... 화장할때마다 난감하네여 냄새가 안좋아서 유통기한 지낫나 확인해봣는데 정상이네요...	0
2	음.. 좀 번들거리네요.. 그리구 형이 너무 진해요!! 멀미가 날 정도로..	0
2	잘쓰고있엇는데 리뉴얼이된건지 제가 예민해진건지..눈에 들어갈때 너무따가워서 얼마 못쓰고 갈아탓어요ㅠㅠ 발림성은 로션같이 잘발리고 화장도 잘먹게해주는데 너무아쉽네요	0
2	손에 발라봤을때는 제일 산뜻하고 촉촉해서 샀는데 막상 얼굴에 발라보니 건조해요ㅠㅠ 글고 이거 바르고 여드름 갑자기 많이 올라왔어요ㅠㅠ	0
2	지성은 아닙니다. 다시 한 번 말씀 드립니다. 겨울에도 지성은 아닙니다. 파운데이션이 사라지는 마법을 볼수있습니다.	0
4	전에 에스쁘아 핑크색 잘썼었는데 이것도 완전 물건ㅋㅋ 오히려 핑크보다 좋아요ㅋㅋ 핑크 쓰신 분들은 아시겠지만 뭔가 지성이 쓰기엔 번들번들;; 근데 이거는 걍 쏙 스며들어서 잔여감이 없어요! 그만큼 약간 건조하긴 해요ㅋㅋ 바를때는 그냥 수분크림? 바르는 느낌이에요 바르고 나서도 선크림을 바른 느낌은 안나서 완전 만족.. 저는 티나는 선크림, 백탁, 화이트닝,톤업 이런거 다 안좋아해서;; 저처럼 그냥 티안나게 발리는 선크림 찾으시면 완전 강추???????? 초록색이긴 한데 보정이 되거나 이런거는 하나도 없어요 그냥 수분젤 느낌! 향은 약간 제가 애기때 쓰던 바디워시 느낌..?(tmi 과일향 바디워시 향 나욬ㅋㅋㅋ 저는 나름 만족하면서 쓰는중ㅎㅎ 이거 바르고 컨실러로만 베이스 하면 완전 짱짱해요ㅋㅋㅋ	1
4	여름에 급하게 매장가서 선크림 다 털리고 남은거 산 제품인데 꾀나 만족했어욬ㅋ 얼굴엔 사용 못해보고 팔에 목에만 발랐었는데  촉촉한데 샥 흡수되고 끈적임은 적었어요! 옷에 뭍어나는것 없이 흡수가 샥 되었구 시간차두고 겹겹이 발라도 답답한 느낌 없었구  끈적임도 적어서 괜찮았어요 용량이 생각보다 적다 느꼈었는데 얼굴에 사용하면 꾀나 오래 사용할거 같아용 하루종일 햇빛아래에 있었는데 두시간마다 계속 발라서 그런지 자외선 차단 효과도 좋아서 그런지 살이 거의 안탔구 괜찮았어요 다만.. 로션처럼 발리구 촉촉한건 좋은데 지성인 저는 얼굴에 바르기엔 조금은 답답하다는 느낌이 있을거같았어요	1
4	에스쁘아 선크림이 좋다는 말을 많이 들었는데 프레쉬 버전이 있는지는 몰랐네요 매장에서 여러가지 비교해봤는데 순하고 좋아 보여서 구매했어요 백탁이나 보정 효과는 거의 없는 가벼운 느낌이에요 수분감 있고 유분감도 살짝 느껴졌어요 처음 펴발랐을 땐 겉도는 느낌도 느껴져서 이게 맞나? 잘 산 건가? 싶었는데 그 위에 베이스를 올리니까 알겠더라구요... 이거 맞다. 베이스랑 정말 착 붙어서 피부 화장 자체의 퀄리티를 올려주는 느낌이에요 밀착력이 세 배 정도는 높아진 느낌!! 마스크에 묻어남도 훨씬 적어졌어요 거의 안 묻어나는 수준이라서 놀랐어요 촉촉한 제품이어서 건조함이 안 느껴지고 화장도 더 잘 먹어요 그냥 단독으로 가볍게 바르기에도 좋고 화장 전에 발라주기에도 좋은 제품 같아요 이지워셔블이어서 더 만족스러워요!!	1
4	초록색깔이라 신기했어요 아주무난하고 엄청 촉촉합니다 그리고 백탁은 없어서 백탁 기대하시는 분은 참고하세요 냄새는 저는 괜찮았는데 저희 엄마는 처음에 쓰시고 냄새 별로라고는 하시더라고요 근데 저는 그정도면 괜찮게 쓸수있다고 생각해요 저는 원래 선스틱쓰는 사람이라 손에 썬크림 바르고 남는게 너무 싫은데 이건 그정도로 끈적이진 않아서 괜찮아요 그냥 중간정도 느낌 그래도 저는 한여름에는 선스틱 사서 슥슥 바르고 다닐거 같네요 너무 귀찮을거 같아서 ㅠㅠ 근데 평소에는 (한여름 아닐때는) 바르고 다니기 무난하고 좋아요 은근 에스쁘아가 기초가 괜찮더라고요 그래서 다음에는 다른색깔도 한번 도전해볼까 싶기도 하네요 톤보정 원하시는분 말고는 다 무난무난하게 쓸듯합니다 . 아 제일 단점은 땀에 흘러내리면 눈이 따가워여	1
3	제가 원래는 비오레 선크림을 몇 년 째 사용하다가 구매할 방법이 없어서 선크림을 바꿔야되게 됐는데 집에 선크림이 몇 개 있어서 그 제품 쓰다가 얼굴에 트러블이 장난 아니게 생겨가지구 선크림 유목민생활중이거든요ㅜㅜ선크림 이런 저런거 다 사용하다보니까 제 피부는 무기자차보다는 유기자차가 더 잘 맞는 것 같아서 유기자차 선크림 알아보다가 에스쁘아 분홍 선크림이 유명하다길래 저는 톤업은 별로라서 이 제품으로 구매하게 되었는데 잘못된 선택이었습니다..제가 선크림 바르고 얼굴이 따가운 적이 없었는데 이 선크림은 그러네요 바르면 얼굴이 너무 따가워서 며칠 쓰고 안 발라요 그래서 동생 줬더니 동생은 선크림 괜찮다고 잘 쓰네요 역시 화장품은 사바사인가 봅니다  피부 예민하신 분들은 테스터해보고 구매해보시는 걸 추천드립니다	0
4	썬크림은 원래 마음에 쏙 드는 제품이 하나 있어서 그걸 계속 사용하다가 이것도 좋다는 말이 많길래 한 번 구매해봤습니다! 썬크림 특유의 유분가득한 미끌미끌 그 느낌이 없어서 좋아요!! 수분크림을 바르는 느낌이 듭니당 근데 약간 기름진 수분크림..? 느낌이에요! 그리고 무엇보다 백탁이 없기 때문에 평상시에 바르든 메이크업 전에 바르든 부담이 전혀 없습니다!! 발림성은 나쁘지 않은데 바른 후에 약간 겉도는 느낌이 없진 않아용,, 얼굴에서 약간 광이 나는 것 같기도 하고..?? 근데 크게 신경쓰이진 않아요! 정말 괜찮은 제품이긴 하지만 원래 쓰던 제품을 다시 구매할 생각이라서 재구매 의사는 없습니당!! 그래도 선크림 유목민 분들은 사용해보시는거 추천드려요~!!~	1
4	여름에는 선크림 꼭 발라줘야 되는 거문신으로 새겨야 됨 알지만 바르기 너무 귀찮아서 원래는 선스틱 제품만 사용했었음 선스틱 다 쓰고 너무 끈적거리지 않고 화장하기 전 자연스럽게 발리는 제품을 찾아봤는데 에스쁘아 선크림을 많이 추천해서 구매하게 됨 발림성은 굉장히 좋은 편 선크림 중에서도 뻑뻑하게 발리는 제품이 있는데 이건 부드럽게 발려서 선크림 싫어하는 분들도 거부감 없이 사용할 수 있음 그리고 백탁 현상이 거의 없음 나는 백탁을 싫어해서 만족했지만 좀 하애지는 걸 원하는 사람들은 참조해야 될 듯	1
3	아직은 잘 모르겠어요. 민감한복합성피부라 선크림은 좋은데 이거 발라도 수분 때문에 촉촉하니 괜찮아요. 근데 이거 하나 사용할때는 괜찮는데 쿠션이나 파데를 올려주면 각질부각이 올라옴 기초를 단단히 해도 이러니ㅠㅠ 왜 이러는지 모르지만 그래도 선크림하나는 각질 부각이 안떠요. 선크림위에 쿠션을 올려주면 각질 부각이 되지만 쿠션을 안 바를면 괜찮아요.	0
3	제 피부는 수부지에 트러블이 좀 있는 편이에요 ! 그리고 선크림 단독으로만 ㅂㅏ르고 다니지 않고 그 위에 메이크업을 하기 때문에 슥슥 잘 발리는 촉촉한 선크림을 좋아합니다 이 친구는 발림성은 좋은데 촉촉 느낌보다는 물? 느낌이라 금방 증발하는 ..? 그런 느낌이에요 그래서 제 얼굴에 있는 수분도 같이 날아갈 것만 같은 느낌이랍니다 ,, 표현이 제대로 됐는지는 모르겠지만 제가 원하는 타입은 아니었어요! 백탁이나 그런 건 전혀 없구요, 초록색이라 톤보정되는 베이스 겸용이라 생각하시면 안돼용 그냥 일반 선크림인데 워터리하다는 게 딱 맞는 표현일 것 같네용 아 그래서 워터 스플래쉬 선크림인가봐요 ㅎㅎ 제 생각에는 건성이나 수부지는 기초 탄탄하게 잘 발라주고 난 다음 바르는 게 제일 베스트일 것 같아요 !아 그리고 쓰기전에 엄청 흔들어야 합니다 안그러면 물이랑 분리돼서 나와용 ,, 첨에 쓸 때 넘 당황 ,, ㅎ	0
4	일단 기존의 워터프레쉬 보다는 산뜻??한 제형이였어요!! 제형 색상도 워터프레쉬는 핑크색이 였는데 프레쉬는 초록?빛을 띄더라구여! 민트자차라고 해서 그런가 싶어요! 지성피부가 사용하기 좋는 제품인거 같아요! 일단, 수분에센스를 바르는 듯한 제형이였어요! 산뜻하고 흡수력도 좋아서 지성피부가 바르기 좋아요!???????? 백탁이 없는 제품이라 남성분들도 바르기 좋더라구여???? 산뜻한 제품이고 제형이 약간 투명해서 백탁이 없어서 좋아요!???? 메이크업 베이스 효과는 없지만, 데일리 선크림으로 사용하기 좋아요!!???????? 저는 워터프레쉬랑 프레쉬 둘다 사용중인데 메이크업이 중요한 날에는 워터를 사용하고 요즘 같이 더운 날에는 프레쉬를 사용하고 있어요!!	1
4	닥터지 여름에 쓰던 선크림 쟁여둔거 다써서 매장에서 추천받아 샀는데 눈에 자극 있을까 걱정했으나 크게 자극 없도 에스쁘아 비실크 파데에 착붙!	1
4	워터스플래시 오리지널이 화장할때 베이스로 삼으면 괜찮았는데 단독으로 쓰니 너무 기름져서 이걸로 갈아타봤습니다. 훨씬 쫀득쫀득하고 적절히 시원해요 밀착이 있어서 함부로 씻겨나가지도 않겠다는 생각이 듭니다. 유기자차 쓰면 열이 너무 올라서 되도록 안쓰려고 해도 겨울에는 결국 쓰게되네요	1
4	발림성이 좋고 수분감 많은 선크림 찾으시면 추천드려요! 뻑뻑하게 발리는 선크림이 아니라서 메이크업전에 데일리로 쓰기 좋습니돵:)	1
3	닥터지 그린 선크림 사용했는데 날씨가 추워지니 건조하고 화장할때 밀림 현상이 있어서 겨울용 촉촉한 선크림을 찾던중에 친구가 추천해줘서 구매했어요 일단 발림성은 정말 촉촉하고 수분크림 바르는 느낌에 끈적임도 안느껴저서 만족스러웠어요! 근데 바르는 과정에서는 괜찮았는데 다 바르고 나니까 피부랑 눈 부분으로 따가움이 느껴졌어요 처음에는 약하게 느껴지길래 괜찮아질까 싶어서 가만히 있었는데 자극이 더 심해지더라구요바로 세수하고 지워내니 증상은 사라졌습니다 후기도 좋았고 화해 어플에서도 딱히 문제가 될 성분은 없었는데 말이죠ㅠㅠ (향료 하나가 위험지수가 높긴했어요) 혹시몰라서 다른날에 한번 더 발라봤는데 약간의 따가움은 느껴졌지만 금방 괜찮아졌어요 단순히 제 피부가 순간 예민해서 자극을 느꼈던건지 모르겠지만 저는 찝찝해서 사용하기가 어려울 것 같아 친구한테 주려구요	0
4	발림성이 정말 좋아요. 되게 부드럽게 슥슥 발리고 워터 스플래쉬라는 이름처럼 워터리한 느낌이 강해요. 선크림 뻑뻑해서 싫어하시는 분들이 써보시면 아주 좋아하실 것 같아요. 백탁이 없고 메이크업 베이스 같은 역할도 해줘요. 사실 그냥 매일 바르고 나갈 선크림을 찾던 거여서 메이크업 베이스로 쓸 건 아니었지만 이 선크림이 피부를 쫀득한 느낌으로 만들어줘서 그런지 이 위에 메이크업을 했을 때에도 평소보다 잘 붙는 듯한 느낌이 있었어요. 그리고 백탁이 없는 것도 좋았어요. 제가 너무 많이 바르고 나가서인지 아니면 다 흡수가 안 된 상태로 나가서인지는 모르겠지만 전에 급하게 후다닥 바르고 나갔더니 얼굴에서 선크림이 녹아서 땀이랑 흐르는 그 느낌이 나더라고요. 어떤 선크림이나 마찬가지겠지만 충분히 두드려주고 나가는 게 좋을 것 같아요.	1
4	 전체적인 느낌은 괜찮아서 발랐을 때 끈적임 없이 잘 흡수된다.하지만 시간이 지나면 얼굴에 기름기가 돌게 된다.전반적으로 지성피부에게 추천하는 것은 아닙니다.	1
4	선물용으로 규매했습니다. 기존꺼보다 산뜩하다네요!!	1
3	손등 테스트할때 발림성이 좋아서 구매했는데 얼굴에 바르자마자 넘 독하고 따가워서 깜짝 놀랐어요 얼굴이 화끈화끈 썬크림 많이 써봤지만 이런적은 첨이라 당황! 한 번 쓰고 놔뒀는데 너무 아깝네요 ㅠ	0
3	되게 끈적끈적하고 기름지게 마무리 돼서 좀 아쉬워요 바를때 로션처럼 챡 발리는건 좋습니다! 톤 보정은 거의 안된다고 보면 됩니다 그냥 끈적이는거 괜찮다는 사람이 쓰면 괜찮을거같습니다	0
4	조아요 수분감 가득한 물같은 제형이에요 그래서 건성분들이 더 잘 맞을수 같아오	1
4	가격이 저렴하고 세안해서 샀는데 피부자극도 순해요 재구매의사가 있습니딘	1
4	처음으로 구매 한제품이거등요 ~~ 한때 이상품 유명해서 살려구 할때 항상 품절이여서 사용 못했는데 이번에 이렇게 기회대서 한번 구매 했어요 아직 사용하지는 않았는데 만족할꺼 같아요 대란 품절 상품은 믿고 쓰는거죠 풋하하	1
4	선크림이 기름져서 머리가 얼굴에 붙는거 진짜 극혐하는데 이건 너무너무 촉촉하고 마르면 보송보송한 마무리가 좋았어요!!	1
4	피부가 예민해서 그런지 바른 직후에는 살짝 화~한 느낌이 들긴하는데 금방 괜찮아지네용! 안 끈적여서 맘에 들어요 ㅎㅎ	1
4	향은 은은하게 청포도향? 사과향? 같고 제형은 많이 묽어요. 묽은 요거트 느낌이예요. 발림성은 아주 쉽게 잘 발리고 톤보정효과는 없어요. 대신 엄청 촉촉해요. 수분.유분 적절히 있는듯. 수분만 있으면 금방 마를텐데 얼굴에 바르고 10분동안에도 촉촉해요. 바르기 쉬워서 팔다리에 빠르게 바를때 좋을꺼 같아요. ??  물을 뿌려보니 하얗게 변하면서 녹아나와요. 땀 나면 잘 닦아줘야 할 꺼 같아요. 팔엔 자극 없는데 얼굴은 미세하게 따가운 느낌이 있어요. 15분정도 후 수분감 많이 날아간 후엔 미세한 따가움 없어졌어요. 이건 잘발라지니 몸에 발라야 겠어요. 잘 발라져서 만족합니다.♡	1
4	기존에 핑크색 선크림을 썼었는데 그것보다 발림성이 좋고 끈적거리지 않아서 마음에 들어요!	1
4	파데짝꿍이라고 써있어서 구매해봤습니다. 마침 사용하는 파운데이션도 에스쁘아 제품이라서 더욱 기대했어요. 우선 건성인 저한테 굉장히 촉촉합니다. 그리고 파운데이션 바르기 전에 바르면 잘 발리는 느낌이 들어요. 그런데ㅠ 워낙 촉촉한 제품이라 그런지 파데의 지속력이 떨어지더라고요.. 여름에 사용은 못할 것 같습니다.  그래서 저는 여름에 몸에 바르는 용도로 쓸 것 같네요.  하얘지는 거 싫으시는 분들 백탁 싫어하시는 분들께 추천합니다. 건조한 거보다 촉촉한 게 좋으신 분들께 추천합니다. 메이크업 베이스 찾으시는 분들께 추천하지 않습니다.  끈적거리는 거 싫어하시는 분들은 .. 애매합니다. 매장에서 한 번 테스트 해보시고 결정해보세요. 사람따라 누구는 부드럽다고 느낄 수도 있을 것 같고 끈적인다고 생각하실 수도 있을 것 같네요.	1
